,ingredient,count,logscore,softmax
1113,dried figs,2,1.0,6.558115996119065e-06
1114,huckleberries,2,1.0,6.558115996119065e-06
1115,green vegetable coloring,2,1.0,6.558115996119065e-06
1116,avocado,2,1.0,6.558115996119065e-06
1117,clear black coffee,2,1.0,6.558115996119065e-06
1118,cherry,2,1.0,6.558115996119065e-06
1119,apricot pulp,2,1.0,6.558115996119065e-06
1120,lemon sherbet,2,1.0,6.558115996119065e-06
1121,red raspberries,2,1.0,6.558115996119065e-06
1122,red currants,2,1.0,6.558115996119065e-06
1123,currant sherbet,2,1.0,6.558115996119065e-06
1124,strawberries peaches,2,1.0,6.558115996119065e-06
1125,grape ice,2,1.0,6.558115996119065e-06
1126,maple mousse,2,1.0,6.558115996119065e-06
1127,rich cream,2,1.0,6.558115996119065e-06
1128,peach - cream,2,1.0,6.558115996119065e-06
1129,assorted,2,1.0,6.558115996119065e-06
1130,fruits,2,1.0,6.558115996119065e-06
1131,pineapple sirup,2,1.0,6.558115996119065e-06
1132,pulverized coffee,2,1.0,6.558115996119065e-06
1133,orange ice,2,1.0,6.558115996119065e-06
1134,pistachio ice - cream,2,1.0,6.558115996119065e-06
1135,strawberry ice - cream,2,1.0,6.558115996119065e-06
1136,raspberry cream,2,1.0,6.558115996119065e-06
1137,prune,2,1.0,6.558115996119065e-06
1138,peachice,2,1.0,6.558115996119065e-06
1139,marshimallow ice cream,2,1.0,6.558115996119065e-06
1140,maple - fruit ice cream,2,1.0,6.558115996119065e-06
1141,custard ice cream,2,1.0,6.558115996119065e-06
1142,ice cream,2,1.0,6.558115996119065e-06
1143,chocolateice,2,1.0,6.558115996119065e-06
1144,lemon flavoring,2,1.0,6.558115996119065e-06
1145,apricot cream,2,1.0,6.558115996119065e-06
1146,tart jam,2,1.0,6.558115996119065e-06
1147,dried crumbs,2,1.0,6.558115996119065e-06
1148,straw,2,1.0,6.558115996119065e-06
1149,ground cracklings,2,1.0,6.558115996119065e-06
1150,cored,2,1.0,6.558115996119065e-06
1151,almond macaroons,2,1.0,6.558115996119065e-06
1152,blueberry,2,1.0,6.558115996119065e-06
1153,fruit pulp,2,1.0,6.558115996119065e-06
1154,cream tapioca,2,1.0,6.558115996119065e-06
1155,sour cherries,2,1.0,6.558115996119065e-06
1156,plum jam,2,1.0,6.558115996119065e-06
1157,crushed,2,1.0,6.558115996119065e-06
1158,red seeded grapes,2,1.0,6.558115996119065e-06
1159,canned white cherries,2,1.0,6.558115996119065e-06
1160,lime gelatin,2,1.0,6.558115996119065e-06
1161,sweetened,2,1.0,6.558115996119065e-06
1162,maple flavoring,2,1.0,6.558115996119065e-06
1163,maple nut,2,1.0,6.558115996119065e-06
1164,white corn sirup,2,1.0,6.558115996119065e-06
1165,light corn sirup,2,1.0,6.558115996119065e-06
1166,glycerin,2,1.0,6.558115996119065e-06
1167,condensed,2,1.0,6.558115996119065e-06
1168,maple pralines,2,1.0,6.558115996119065e-06
1169,salted nuts,2,1.0,6.558115996119065e-06
1170,sweet almonds,2,1.0,6.558115996119065e-06
1171,pop,2,1.0,6.558115996119065e-06
1172,essence,2,1.0,6.558115996119065e-06
1173,peach fritters,2,1.0,6.558115996119065e-06
1174,sugar rocks,2,1.0,6.558115996119065e-06
1175,pastry,2,1.0,6.558115996119065e-06
1176,fudge,2,1.0,6.558115996119065e-06
1177,confectioners ' sugar,2,1.0,6.558115996119065e-06
1178,#NAME?,2,1.0,6.558115996119065e-06
1179,maple cream,2,1.0,6.558115996119065e-06
1180,single,2,1.0,6.558115996119065e-06
1181,whisky,2,1.0,6.558115996119065e-06
1182,graham cracker,2,1.0,6.558115996119065e-06
1183,tart jelly,2,1.0,6.558115996119065e-06
1184,grapefruit peel,2,1.0,6.558115996119065e-06
1185,sour milk cake,2,1.0,6.558115996119065e-06
1186,cocoa cake,2,1.0,6.558115996119065e-06
1187,evaporated,2,1.0,6.558115996119065e-06
1188,fruit gelatin,2,1.0,6.558115996119065e-06
1189,melon,2,1.0,6.558115996119065e-06
1190,shredded lettuce,2,1.0,6.558115996119065e-06
1191,hard cheese,2,1.0,6.558115996119065e-06
1192,cantaloup balls,2,1.0,6.558115996119065e-06
1193,mayon,2,1.0,6.558115996119065e-06
1194,white cherries,2,1.0,6.558115996119065e-06
1195,lettuce leaves,2,1.0,6.558115996119065e-06
1196,alligator pears,2,1.0,6.558115996119065e-06
1197,watercress,2,1.0,6.558115996119065e-06
1198,boiled peas,2,1.0,6.558115996119065e-06
1199,dandelion greens,2,1.0,6.558115996119065e-06
1200,raw onion,2,1.0,6.558115996119065e-06
1201,wax beans,2,1.0,6.558115996119065e-06
1202,broiled,2,1.0,6.558115996119065e-06
1203,butter beans,2,1.0,6.558115996119065e-06
1204,green corn,2,1.0,6.558115996119065e-06
1205,creamed spinach,2,1.0,6.558115996119065e-06
1206,boiled carrots,2,1.0,6.558115996119065e-06
1207,green string,2,1.0,6.558115996119065e-06
1208,green peas,2,1.0,6.558115996119065e-06
1209,buttered crumbs,2,1.0,6.558115996119065e-06
1210,cooked cereal,2,1.0,6.558115996119065e-06
1211,peanut loaf,2,1.0,6.558115996119065e-06
1212,mashed baked beans,2,1.0,6.558115996119065e-06
1213,dry kidney beans,2,1.0,6.558115996119065e-06
1214,green pea pulp,2,1.0,6.558115996119065e-06
1215,ground carrot,2,1.0,6.558115996119065e-06
1216,stalks,2,1.0,6.558115996119065e-06
1217,kidney beans,2,1.0,6.558115996119065e-06
1218,seasoned mashed,2,1.0,6.558115996119065e-06
1219,roasted shelled peanuts,2,1.0,6.558115996119065e-06
1220,cooked cow peas,2,1.0,6.558115996119065e-06
1221,cow peas,2,1.0,6.558115996119065e-06
1222,rye bread,2,1.0,6.558115996119065e-06
1223,cooked beans,2,1.0,6.558115996119065e-06
1224,shelled raw peanuts,2,1.0,6.558115996119065e-06
1225,hominy grits,2,1.0,6.558115996119065e-06
1226,sweetbreads,2,1.0,6.558115996119065e-06
1227,flaked salmon,2,1.0,6.558115996119065e-06
1228,cooked salmon,2,1.0,6.558115996119065e-06
1229,cooked lobster meat,2,1.0,6.558115996119065e-06
1230,cooked ham,2,1.0,6.558115996119065e-06
1231,quan,2,1.0,6.558115996119065e-06
1232,spanish sauce,2,1.0,6.558115996119065e-06
1233,lean raw,2,1.0,6.558115996119065e-06
1234,curry,2,1.0,6.558115996119065e-06
1235,#NAME?,2,1.0,6.558115996119065e-06
1236,mushroom,2,1.0,6.558115996119065e-06
1237,veal stock,2,1.0,6.558115996119065e-06
1238,beef stock,2,1.0,6.558115996119065e-06
1239,brown meat stock,2,1.0,6.558115996119065e-06
1240,chicken fat,2,1.0,6.558115996119065e-06
1241,meat extract,2,1.0,6.558115996119065e-06
1242,dash,2,1.0,6.558115996119065e-06
1243,pickles,2,1.0,6.558115996119065e-06
1244,veloute,2,1.0,6.558115996119065e-06
1245,turkey,2,1.0,6.558115996119065e-06
1246,turkey stock,2,1.0,6.558115996119065e-06
1247,breast fillets,2,1.0,6.558115996119065e-06
1248,braised,2,1.0,6.558115996119065e-06
1249,cooked chicken meat,2,1.0,6.558115996119065e-06
1250,raw fish,2,1.0,6.558115996119065e-06
1251,cooked corn,2,1.0,6.558115996119065e-06
1252,corn chowder,2,1.0,6.558115996119065e-06
1253,rich milk,2,1.0,6.558115996119065e-06
1254,arrowroot,2,1.0,6.558115996119065e-06
1255,cherry puree,2,1.0,6.558115996119065e-06
1256,dried yellow split,2,1.0,6.558115996119065e-06
1257,cress,2,1.0,6.558115996119065e-06
1258,radishes,2,1.0,6.558115996119065e-06
1259,potted ham,2,1.0,6.558115996119065e-06
1260,white corn - meal,2,1.0,6.558115996119065e-06
1261,crisco fruit fudge,1,0.0,2.4125960477897783e-06
1262,glucose,1,0.0,2.4125960477897783e-06
1263,desiccated,1,0.0,2.4125960477897783e-06
1264,buttered toast,1,0.0,2.4125960477897783e-06
1265,butternuts,1,0.0,2.4125960477897783e-06
1266,sliced beans,1,0.0,2.4125960477897783e-06
1267,cold boiled mashed potatoes,1,0.0,2.4125960477897783e-06
1268,riced potatoes,1,0.0,2.4125960477897783e-06
1269,cooked carrots,1,0.0,2.4125960477897783e-06
1270,stewed onions,1,0.0,2.4125960477897783e-06
1271,cakecrumbs,1,0.0,2.4125960477897783e-06
1272,potato flour,1,0.0,2.4125960477897783e-06
1273,mixed,1,0.0,2.4125960477897783e-06
1274,apple tart,1,0.0,2.4125960477897783e-06
1275,lemon meats,1,0.0,2.4125960477897783e-06
1276,gherkin,1,0.0,2.4125960477897783e-06
1277,cauliflowers,1,0.0,2.4125960477897783e-06
1278,cauliflower snow,1,0.0,2.4125960477897783e-06
1279,chillies,1,0.0,2.4125960477897783e-06
1280,candied lemon peel,1,0.0,2.4125960477897783e-06
1281,whole wheat gingerbread,1,0.0,2.4125960477897783e-06
1282,peel,1,0.0,2.4125960477897783e-06
1283,ground almonds,1,0.0,2.4125960477897783e-06
1284,rose leaves,1,0.0,2.4125960477897783e-06
1285,carraway seeds,1,0.0,2.4125960477897783e-06
1286,salt powder whites,1,0.0,2.4125960477897783e-06
1287,orange icing,1,0.0,2.4125960477897783e-06
1288,glace cherries,1,0.0,2.4125960477897783e-06
1289,dark sugar,1,0.0,2.4125960477897783e-06
1290,stoned stewed prunes,1,0.0,2.4125960477897783e-06
1291,cardamom,1,0.0,2.4125960477897783e-06
1292,salt powder,1,0.0,2.4125960477897783e-06
1293,sal,1,0.0,2.4125960477897783e-06
1294,lemor extract,1,0.0,2.4125960477897783e-06
1295,baker ' s,1,0.0,2.4125960477897783e-06
1296,cooked hominy,1,0.0,2.4125960477897783e-06
1297,entire,1,0.0,2.4125960477897783e-06
1298,confectioners,1,0.0,2.4125960477897783e-06
1299,citron peel,1,0.0,2.4125960477897783e-06
1300,new orleans molasses,1,0.0,2.4125960477897783e-06
1301,angelica,1,0.0,2.4125960477897783e-06
1302,apricot tarts,1,0.0,2.4125960477897783e-06
1303,ground rice,1,0.0,2.4125960477897783e-06
1304,ginger extract,1,0.0,2.4125960477897783e-06
1305,cut rhubarb,1,0.0,2.4125960477897783e-06
1306,crust,1,0.0,2.4125960477897783e-06
1307,lemon peel,1,0.0,2.4125960477897783e-06
1308,pimientoes,1,0.0,2.4125960477897783e-06
1309,stoned,1,0.0,2.4125960477897783e-06
1310,cooked meat,1,0.0,2.4125960477897783e-06
1311,figs peel,1,0.0,2.4125960477897783e-06
1312,mixed spices,1,0.0,2.4125960477897783e-06
1313,raw potatoes,1,0.0,2.4125960477897783e-06
1314,brazil nut,1,0.0,2.4125960477897783e-06
1315,broken hickory nut,1,0.0,2.4125960477897783e-06
1316,juicy,1,0.0,2.4125960477897783e-06
1317,crisp,1,0.0,2.4125960477897783e-06
1318,rolled pecan nut meats,1,0.0,2.4125960477897783e-06
1319,criscoed crumbs,1,0.0,2.4125960477897783e-06
1320,salt peel,1,0.0,2.4125960477897783e-06
1321,creamed potatoes,1,0.0,2.4125960477897783e-06
1322,salsify,1,0.0,2.4125960477897783e-06
1323,cooked mushrooms,1,0.0,2.4125960477897783e-06
1324,cooked spaghetti,1,0.0,2.4125960477897783e-06
1325,sirloin steak,1,0.0,2.4125960477897783e-06
1326,powdered thyme,1,0.0,2.4125960477897783e-06
1327,whole white peppers,1,0.0,2.4125960477897783e-06
1328,loin mutton,1,0.0,2.4125960477897783e-06
1329,rolled crackers,1,0.0,2.4125960477897783e-06
1330,oyster liquor,1,0.0,2.4125960477897783e-06
1331,anchovy paste,1,0.0,2.4125960477897783e-06
1332,cooked white fish,1,0.0,2.4125960477897783e-06
1333,picked,1,0.0,2.4125960477897783e-06
1334,white peppers,1,0.0,2.4125960477897783e-06
1335,plain boiled rice,1,0.0,2.4125960477897783e-06
1336,fish stock,1,0.0,2.4125960477897783e-06
1337,white fish,1,0.0,2.4125960477897783e-06
1338,clear soup stock,1,0.0,2.4125960477897783e-06
1339,cream tar,1,0.0,2.4125960477897783e-06
1340,egggs,1,0.0,2.4125960477897783e-06
